URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,24,-68,-2.090909138,-0.067175572,27.46428571,0.164201183,11.05139476,27.46428571,222,1352,1.791287386,2,4.706111834
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,17,-14,10.33332989,0.008902077,27.96551724,0.147100424,11.24504707,27.96551724,104,707,1.717632552,5,4.588162762
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,58,-37,4.523809308,0.025893958,19.71171171,0.144190871,7.942361033,19.71171171,278,1928,1.674131627,10,4.430987203
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,40,-3,1.162162131,0.114551083,17.59090909,0.092261905,7.073268398,17.59090909,62,672,1.733420026,4,4.66579974
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,4,-1,1.666666111,0.015463917,25.23529412,0.141361257,10.15066215,25.23529412,54,382,1.745920746,0,4.599067599
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,30,-9,1.857142769,0.038043478,26.3877551,0.121994657,10.6038999,26.3877551,137,1123,1.664341085,4,4.441085271
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,25,-8,1.941176356,0.050295858,29.375,0.105263158,11.79210526,29.375,64,608,1.896453901,1,4.968794326
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,15,-8,3.285713816,0.042682927,16.03571429,0.148241206,6.473582197,16.03571429,59,398,1.777282851,0,4.663697105
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5,0,0.9999998,0.052631578,17.36363636,0.065088757,6.971490048,17.36363636,11,169,1.869109948,1,4.952879581
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,22,-36,-4.142857439,-0.041543027,17.125,0.105710814,6.892284326,17.125,87,823,1.563086548,19,4.167883212
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9,-2,1.571428347,0.08235294,21.2,0.112299465,8.524919786,21.2,21,187,1.679245283,1,4.377358491
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,48,-19,2.310344748,0.048821549,22.13333333,0.118689105,8.900808975,22.13333333,134,1129,1.951588502,0,5.114977307
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,10,-18,-3.500000438,-0.032653061,30.1,0.144212524,12.09768501,30.1,76,527,1.720930233,10,4.647840532
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,23,-37,-4.285714592,-0.030567686,22.74509804,0.12594697,9.148418004,22.74509804,133,1056,1.706896552,7,4.542241379
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,25,-49,-3.083333462,-0.028235294,26.83783784,0.124567474,10.78496212,26.83783784,216,1734,1.803121853,15,4.793554884
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,43,-22,3.095237948,0.028885832,27.8115942,0.159312321,11.18836261,27.8115942,278,1745,1.67553469,19,4.441314554
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,34,-25,6.555554827,0.013740458,20.47560976,0.133897111,8.243802747,20.47560976,190,1419,1.617997616,18,4.352800954
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,25,-7,1.777777679,0.054216867,16.20967742,0.137656428,6.538933539,16.20967742,121,879,1.551792829,1,4.180278884
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,41,-8,1.48484844,0.063461538,25,0.15261324,10.0610453,25,219,1435,1.534769231,4,4.104615385
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,30,-6,1.499999938,0.131868131,33.5,0.127615063,13.45104603,33.5,61,478,1.688432836,8,4.28358209
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,39,-16,2.391304244,0.029715762,25.85714286,0.126195029,10.39333515,25.85714286,198,1569,1.788950276,8,4.667403315
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,23,-72,-1.93877555,-0.124681934,15.19480519,0.087649402,6.112981839,15.19480519,88,1004,1.625641026,13,4.206837607
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,63,-22,2.073170681,0.081349206,17.0125,0.1225,6.854,17.0125,147,1200,1.515062454,5,4.13519471
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,27,-46,-3.842105465,-0.031932773,28.73913043,0.141257537,11.55215519,28.73913043,164,1161,1.66010598,6,4.598788796
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,31,-26,11.39999772,0.007215007,20.32926829,0.127402135,8.182668171,20.32926829,179,1405,1.735894358,10,4.645258103
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,23,-80,-1.807017576,-0.136690647,15.50632911,0.089353612,6.23827309,15.50632911,94,1052,1.641632653,15,4.253877551
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,40,-33,10.42856994,0.010309278,32.24074074,0.157040883,12.95911265,32.24074074,242,1541,1.635267088,5,4.469844917
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,-13,3.59999964,0.026954178,37.04347826,0.165333333,14.88352464,37.04347826,124,750,1.775821596,1,4.801643192
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,36,-25,5.545454041,0.018151815,36.08108108,0.132819195,14.48556011,36.08108108,155,1167,1.809595202,1,4.946776612
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,32,-50,-4.555555809,-0.022988506,26.46575342,0.156662665,10.64896644,26.46575342,261,1666,1.736923874,6,4.639564992
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,36,-11,1.879999925,0.014076577,20.43589744,0.150242326,8.234455905,20.43589744,465,3095,1.535633342,2,4.379501385
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,37,-49,-7.166667264,-0.015056462,23.55421687,0.146689498,9.480362546,23.55421687,257,1752,1.751791198,12,4.635619243
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28,-69,-2.365853716,-0.051122194,28.33333333,0.101626016,11.37398374,28.33333333,150,1476,1.912301354,0,5.01942319
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,3,-3,6000000,0,21.88888889,0.123529412,8.80496732,21.88888889,21,170,1.680203046,2,4.355329949
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,33,-4,1.275862025,0.06937799,26.40909091,0.101159115,10.60410001,26.40909091,96,949,1.569576491,2,4.273120138
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,37,-33,17.49999563,0.005673759,17.00833333,0.169686985,6.871208127,17.00833333,309,1821,1.686918177,6,4.522292994
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,55,-16,1.820512774,0.047619048,21.64893617,0.130211308,8.711658991,21.64893617,228,1751,1.670437777,5,4.531234629
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,30,-33,-21.000007,-0.005882353,25.61702128,0.152686145,10.30788297,25.61702128,162,1061,1.71345515,3,4.591362126
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16,-44,-2.142857219,-0.032220944,32.27419355,0.173756741,12.97918012,32.27419355,290,1669,1.754764293,1,4.872116349
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,17,-42,-2.360000094,-0.055555555,21.21153846,0.154334038,8.546349,21.21153846,146,946,1.697822142,6,4.573502722
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,35,-47,-6.833333903,-0.023076923,18.36486486,0.121212121,7.394430794,18.36486486,148,1221,1.699779249,37,4.424576895
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,23,-27,-12.50000313,-0.008350731,31.07894737,0.132474701,12.48456883,31.07894737,144,1087,1.788983051,12,4.733898305
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,21,-44,-2.826087079,-0.034482759,24.96610169,0.120294599,10.03455852,24.96610169,147,1222,1.727891156,5,4.712244898
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,4,-3,6.999993,0.012987013,20.09090909,0.136842105,8.091100478,20.09090909,26,190,1.590909091,2,4.2
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,32,-48,-5.000000313,-0.029250457,20.65079365,0.142608696,8.317360939,20.65079365,164,1150,1.657692308,13,4.383076923
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,8,-25,-1.941176585,-0.055737705,21,0.122483221,8.448993289,21,73,596,1.638095238,4,4.491156463
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,27,-57,-2.800000093,-0.054446461,24.48,0.189041096,9.867616438,24.48,207,1095,1.842880524,4,4.952536825
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21,-35,-4.000000286,-0.033492823,31.97368421,0.143253235,12.84677498,31.97368421,155,1082,1.626337449,7,4.320987654
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,-3,3.999998,0.00921659,36.66666667,0.105121294,14.70871518,36.66666667,39,371,1.840909091,0,5.125
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,16,-3,1.461538349,0.047272727,22.48387097,0.12755102,9.044568795,22.48387097,75,588,1.56384505,4,4.327116212
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,30,-58,-3.142857255,-0.055666004,37.375,0.112759644,14.99510386,37.375,114,1011,1.770519263,3,4.804020101
